"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","7","1","T0_T6","c_V1","VPC",89593.2566559611,55804.4223536828,0.269127009298634,"LM_AP"
"NJ2020","7","1","T0_T9","c_V1","VPC",37664.4453302311,33882.7768831658,0.109978019068044,"LM_AP"
"NJ2020","7","1","T0_T12","c_V1","VPC",4945.29178500041,23364.9751686765,0.00343412306939232,"LM_AP"
"NJ2020","7","1","T0_T24","c_V1","VPC",1679.43564824276,13990.0320797262,0.000899867046896432,"LM_AP"
"NJ2020","1","1","T0_T3","c_V2","VPC",-19552.4853760734,13149.6637959041,0.355973879547785,"LM_AP"
"NJ2020","1","1","T0_T6","c_V2","VPC",-5790.11120373224,13882.3325321069,0.0242487850629817,"LM_AP"
"NJ2020","1","1","T0_T17","c_V2","VPC",-824.164416804872,3962.37803734924,0.00430765657292769,"LM_AP"
"NJ2020","1","1","T0_T20","c_V2","VPC",557.603798098564,2576.48835781729,0.0035899617360725,"LM_AP"
"NJ2020","1","1","T0_T24","c_V2","VPC",1366.50556992651,1905.45983524327,0.0311431714550478,"LM_AP"
"NJ2020","2","1","T0_T3","c_V2","VPC",-24659.0142990327,46552.9781487304,0.0655471604795653,"LM_AP"
"NJ2020","2","1","T0_T6","c_V2","VPC",-61382.4740799901,21011.7605612301,0.549381978048795,"LM_AP"
"NJ2020","2","1","T0_T17.5","c_V2","VPC",-25449.014896034,9394.8028178591,0.423225970872558,"LM_AP"
"NJ2020","2","1","T0_T20.5","c_V2","VPC",19334.7970927514,15240.3491156262,0.110167685879446,"LM_AP"
"NJ2020","2","1","T0_T24","c_V2","VPC",32442.3498684959,11963.4780701234,0.314885602060324,"LM_AP"
"NJ2020","3","1","T0_T3","c_V2","VPC",-14408.9402955645,11812.9492185645,0.271111762384145,"LM_AP"
"NJ2020","3","1","T0_T6","c_V2","VPC",-7945.93890078722,5361.9929790741,0.238801832312495,"LM_AP"
"NJ2020","3","1","T0_T9","c_V2","VPC",-24575.1189769083,8428.98052795204,0.45947217273703,"LM_AP"
"NJ2020","3","1","T0_T12","c_V2","VPC",-30710.0677557958,5551.24150365754,0.701863714381333,"LM_AP"
"NJ2020","3","1","T0_T24","c_V2","VPC",-15717.0912553481,3364.72428851268,0.57693815398732,"LM_AP"
"NJ2020","4","1","T0_T3","c_V2","VPC",-10586.33857202,34655.6372754032,0.0227965322499954,"LM_AP"
"NJ2020","4","1","T0_T6","c_V2","VPC",2728.67944282278,22702.1631048448,0.0020595727424362,"LM_AP"
"NJ2020","4","1","T0_T9","c_V2","VPC",37974.8842888986,23473.6280995973,0.207429447855692,"LM_AP"
"NJ2020","4","1","T0_T12","c_V2","VPC",9947.09155444586,16594.5105009668,0.026895490608805,"LM_AP"
"NJ2020","4","1","T0_T24","c_V2","VPC",7624.86028043728,7667.16672992456,0.0582138448458291,"LM_AP"
"NJ2020","5","1","T0_T3","c_V2","VPC",-21382.5923301148,85239.7682362182,0.0154880658065925,"LM_AP"
"NJ2020","5","1","T0_T6","c_V2","VPC",-87925.483778464,36109.4999023844,0.458584419325294,"LM_AP"
"NJ2020","5","1","T0_T9","c_V2","VPC",-61727.8102474717,20628.3277933354,0.472416408733836,"LM_AP"
